text,label
aarogya mandhiriyumthiruvaathirakalichokashttam covidu nuswagathamkeralathilekkusakhikettu,original
അർഹകകനനത അവശഷകകബകഎലല നശചചപകഅങങനയരകക തങകൾ പറഞഞവരനനതപരണമ സനതഥനത,Fake
മദജ കരയത ചനയൽ ചണക ബബടട നശപപകക ഞങങൾ ഉണട,Fake
പലസതനകളട മനദ ബദധകളയ അറബകളട ഇറനകളട കളകകനന ചനകകരട കളചചൽ മസസദ വവരമറയ ഏജനറനറ തപപ നകകയൽ കണലല,Fake
ഇതൻറ പറകൽ മഴവൻ അടചചമററ,original
ഭകഷണ കഴചച രമയഹരദസ അപമനചച പരതപകഷതത മരണതതനറ വയപരകൾ എനനലല വളചചത ഇപപഴ,original
അമരകക യറപയൻ countri aano അമരകകൻ ഭഖണഡ എനന കടടരകകനനത,Fake
ivanokk pothuv bodham illallo daivam polum koott kaanilla bodhakkedinu ithum poranj ella parti thendikalum koodi kayari niramgi india full covid akkkiii,Fake
കറണ കടനളള എലല കപരയങങള കണചചകട കടയൽ സകൾ അടചച പടടയൽ ആയനന തരമന അഗകരകകൻ പററതതത,original
pravasiy kootilidooo nadin rakshikkooo,original
classic program,original
hope for the best,Fake
അവരട പർടട പരപട അവരനത ചയയടട,original
kollam avarkok enthum akaamallopaavam pravaasik,original
natil oru maranam undu thiruvathira book chayumo,original
ഇവർകകനന സതയതതൽ ബദധ ഇലല സനമയൽ കണകകനനത വറത അലല,original
മലലപരയറ വടടകകളയ ആയരകക,Fake
കളളൻ കപപലൽ തനന എനന ചലല കടടടടണട ചനയലല രഗണവന വകസപപചചത അതനളള പരതവധ അവർ കണടതതടട ജനസഖയ കറകകൻ ചയതത മനപർവ ജനത നശപപകകൻ ഇറകകയത ആർകകറയ,Fake
എലല ജലലകളല സപഎ സമമളന കഴയനന കതത നകകക കഴഞഞൽ ഉടൻ look ഉണടവനനതണ,original
നലല പണകടകകണഠ തരചച,Fake
ടരമപ പറഞഞതല കരയ ഉണടയരനന,Fake
swandham mansalakiyal,Fake
എനകകറയലല,original
etrapettaaanu vaccin readi aaayathu,Fake
ഇവടതത സർകകർ തനന വവര ഇലലതതവർ പനന ജനങങള പറഞഞടട എനത കരയ,original
ithann njan postittirunnu chainagud sandesam ithanu lokathinu mathramalla chainayilulla janangal thann thelivillath konnodukkanulla gooda sandesamanu corona virusproduct,Fake
മതതവവദയയ തങകൾ കളളവ വർഗയതയ മതര വളബനന ചനനനലകകതത,Fake
അലലങകൽ ഉതതര കറയയൽ നനന ലകകയത,Fake
എനതകണട ഇവരട വലലവള തവണയങകല സവകരചച ഡഗരയ സരടഫകകററമനന ഇലലങകല ഒരപകഷ പരമപരഗതമയ വലല അറവമണടങകൽ അതനന പരകഷചചകട എനനടട വണമങകൽ കസടകകകയ അകതതടകയ ചയയമലല,Fake
ഷജൻ പറഞഞത ശരയണ എലലതതന,Fake
kaivittupoy thirichiu pidikkan pattatha onnanithennu avatkkariyambhasmasranu varam koduthapol akum china ethu cheythittuenkil,Fake
physer eduthu എങകല ബകക നകകടട,Fake
കസടകകണ,original
super speech,Fake
let,Fake
ഇവനമർ ചനദ അടചച പളകണ,original
kalyanathinum pangedukkunavar thiruvathira dressil vannal pore,original
aaah paatu aaranvo compos chythdeviiii,original
greeeeeat sir,Fake
ezham arivu onnu kandal theeravunapreshnameullu,Fake
രണട വരവ ഒനനനനര പരജയ,original
ഞങങൾ ഇങങന ഒകക ചയയ വടട ചയത ജയപപചച വടടതലല ഞങങള ഉപദശകകൻ വരണട,original
അപപ അവർ അലല,Fake
ജർജലലവണ ജർജ,original
ടചചർ ഇലലതതതനറ കറവ ഇപപൾ അറയനന,original
it guess but someth there one world ordera uniti emerg govern conspiraci behind that discuss have start from certain corner now,Fake
ചനയ തകർകക,Fake
popul kurakyanulla davathint oro panikalevinashakal vibareetha budhhi,Fake
your speech marvel and you be say the truth may cost life becaus against pinarayi sarkari they can anyth god bless like brother,Fake
american presid diben chinaoli aanu,Fake
വവരവ വദയഭയസവ സമനയ ഇലലതതവനമര പടചച തലപപതത കററ ഇരതതയലളള കഴപപങങൾ ഇതകക പർടട ശകതമണനന മററളളവര ബധപപകകനളള ഓരര പരഹസനങങൾ മതരമണ രഷടരയ കതത നറചചവർ ആയതകണട കവഡ ഏൽകകലലയരകക,original
think it bio war from china,Fake
america itraum nal entha mindathirunnatheellarum chinthichit undaum india theerunnengil theerat ennukollamellam kazhiumbol purath paraum,Fake
എനത ഊളതതര ആണട കണകകനനതകപപ തരവതരമർകസററ പർടട ഇതരകക അധപതചച,original
let them stay with corona patient athoda theernnu kituloooo,Fake
റഷയയൽ കറണ വറസ ഉണട അവട ആൾകകർ പറത ഇറങങറണട,Fake
മനഷയനറ ആർഭടതതന അഹങകരതതനമളള പരകതയട ചടട മറപട അതന നമതതമയനനമതര,Fake
കനദരവ കണകക സസഥന സർകകറ ഇവമമരയകക elect ചയത നമമള പറഞഞൽ,original
whi label each medicin bottl amp strip expiri date becaus it poison all not fool stupid,Fake
പടപപകകനനത മധയമ വറസ anu,Fake
ജനങങളട ഇമമയണററ കറഞഞവർ,Fake
മർകകസററ പർടട എനന തഴലളകളട കവഡ കടനതറ എനകക ഓടടവ,original
സപപർ quotquotഗquotquotquotquotquot,original
മദജ പതര കടടയപപൾ കളയകക ഇപപൾ തരവതര കളകഴപപamil,original
പണറയ ഭജന ആരഭചച,original
athu kalakki,original
ചനകകരനറ ബദധ പനന ഇനതയയപപലയളള രജയങങളയ ലഷയ വചചകണ ഇനതയ സമപതതകമയ രഷടരയമയ തകർനനൽ മതലടകകവൻ വണട രജയതത തനനയളള രഷടരയ കകഷകൾ ശരമകക എനനളളത സതയ തനന,Fake
കർനരക അടപപല ആകല,original
omicronin swagatham cheyunna keralamkaikorthu nadanam athikam alukalwho maskooo whoommmn pravasi akalam palikkanam,original
ahh health minit eduth kala oninum kolatha oru minist verum work mathr cheyunuluarengilum onu shylaja teacher kond varuo enal ini raksha ulu,original
അലപപത തകകനറ ഇലപല ആകരത ലകതത ഒരപട ചകതസ രതകൾ ഉണട അവയ പരപഷകകണ അവർകക പരകഷണങങൾ നടതതനളള സഹചരയങങൾ കടകകണ പനതണ റപപർടടങ തനന സരയൽ പലയണട നങങളട ബകക ഗരണട മയസക മററയൽ എലല കഴഞഞ,Fake
need more educ leader,original
plsleav from bottom heart,Fake
നലല റപപർടട തനനയണ ആഗളതലതതൽ ഇപപൾ ലഭകകനന സചന,Fake
രജവ തഴമര പതററണട പറകല ഓരമമവരനന,original
നലല ഭരണ സഖവ,original
ഷജൻ സറനറ പനനയ ഇരകകടട,Fake
പരകത ചകതസകൻ അലലതത എനകക protect ഇലലത എതര കവഡ രഗകളട കടയ നൽകക,Fake
biden,Fake
മഡയട പതര കടടൽ തമര വജയനറ തരവതര രണട വടടപപജയ,original
എനത പറയ ചയയ,original
വശവസകകവനന തളവകൾ ഉണടങകൽ ലകതതന മനനൽ കണട വരണഎനനടട ചനയ എലല രജയങങളഐകയരഷടര സഘടന അവര ഒററപപടതതൻ തയയറവണചന കകര ഒരകകല വശവസകകൻ പററലല അവർ ചതയൻ,Fake
highrang ലകക വരമപൾ റസകക lowrang ഇതനടകക നൽകകനനവർകക ജഗരതയ ഒനന അങങടട ശരയവനനലലലല,original
കമമയണസററ നതകകൾ ചതയനമർ അധകര പടചചടകകൻ വണട ഇവട നനന ചനദരൻ ശഖരന ആശയപരമയ നരടനനതന പകര കണട വടട വകതമകകയലല,Fake
god china,Fake
സപഎ എനത ആവല,original
cpm അടപപല,original
ഇതനറ പനനൽ എനകക അപപഴ ഇപപഴ ഏററവ വലയ സശയ ഇനതയയല കബദധകള തനന,Fake
thiruvananthapuram jillayil mathrmalla thrissur jillayilum thiruvathirakali nadathiyallo covid odikkanulla puthiya margam avum,original
ഓമകരണന പർടടയ കറചച ചകക അറയലല,original
ഒപപന,original
ഖജനവല ചലവകക സതതഗത വലയകക വങങകകനന ഇതരയ തഴണമയരനന,original
haha vaga betham,original
quotഗ൦quot നഅടതത വർഷകട തകർകക൦,original
athok epol ariyonollu kolallo,Fake
സമമളന കഴഞഞൽ ഉടൻ തനന ലകകഡൺ ഉണടയരകകനനതണ എലലര സഹകരകകക,original
പർവണനദ മഖയ പണറയ വജയ കറണ,original
മരണനനതരചടങങ പർകക വവഹ പതസഥലങങളൽ സമഹക അകല പലകകക കരളതതല രഷടരയ പർടടകൾകക ഇതനന ബധകമലല,original
എനതലങകല ഉറചച നകകട കമമയണസററ രജയങങളൽ ഉണടനന ഉണടയടട മറചച വകകനനത,Fake
